open_plus_X,kill_eod,SL,TP,rok,obchodu,uspesnost,usd
10,1,20.0,50.0,2023,173,0.457,1225.0
10,1,20.0,50.0,2024,161,0.491,10037.5
10,1,20.0,50.0,2025,180,0.4,362.5
10,1,20.0,50.0,2026,110,0.364,-8350.0
10,1,7.5,25.0,2016,20,0.35,1225.0
10,1,7.5,25.0,2017,38,0.5,225.0
10,1,7.5,25.0,2018,119,0.311,-5937.5
10,1,7.5,25.0,2019,100,0.44,4525.0
10,1,7.5,25.0,2020,153,0.314,-3137.5
10,1,7.5,25.0,2021,149,0.456,24912.5
10,1,7.5,25.0,2022,201,0.259,3287.5
10,1,7.5,25.0,2023,173,0.277,-3337.5
10,1,7.5,25.0,2024,161,0.304,1500.0
10,1,7.5,25.0,2025,180,0.3,7325.0
10,1,7.5,25.0,2026,110,0.291,4737.5
10,0,10.0,10.0,2016,20,0.6,1500.0
10,0,10.0,10.0,2017,37,0.541,575.0
10,0,10.0,10.0,2018,117,0.547,2575.0
10,0,10.0,10.0,2019,100,0.6,6725.0
10,0,10.0,10.0,2020,153,0.575,8125.0
10,0,10.0,10.0,2021,149,0.584,8775.0
10,0,10.0,10.0,2022,201,0.498,-5525.0
10,0,10.0,10.0,2023,173,0.468,-9825.0
10,0,10.0,10.0,2024,161,0.528,475.0
10,0,10.0,10.0,2025,180,0.533,1500.0
10,0,10.0,10.0,2026,110,0.482,-4750.0
10,0,12.5,10.0,2016,20,0.6,500.0
10,0,12.5,10.0,2017,37,0.568,-200.0
10,0,12.5,10.0,2018,116,0.595,2225.0
10,0,12.5,10.0,2019,99,0.646,7000.0
10,0,12.5,10.0,2020,153,0.614,6750.0
10,0,12.5,10.0,2021,149,0.617,6650.0
10,0,12.5,10.0,2022,201,0.532,-10562.5
10,0,12.5,10.0,2023,173,0.509,-13450.0
10,0,12.5,10.0,2024,161,0.578,-25.0
10,0,12.5,10.0,2025,180,0.561,-3375.0
10,0,12.5,10.0,2026,110,0.545,-4000.0
10,1,30.0,15.0,2016,20,0.4,475.0
10,1,30.0,15.0,2017,38,0.526,-437.5
10,1,30.0,15.0,2018,119,0.513,-10837.5
10,1,30.0,15.0,2019,100,0.54,6462.5
10,1,30.0,15.0,2020,153,0.627,2600.0
10,1,30.0,15.0,2021,149,0.624,3337.5
10,1,30.0,15.0,2022,201,0.587,-31125.0
10,1,30.0,15.0,2023,173,0.578,-8487.5
10,1,30.0,15.0,2024,161,0.64,7500.0
10,1,30.0,15.0,2025,180,0.672,16262.5
10,1,30.0,15.0,2026,110,0.655,-2362.5
10,0,7.5,5.0,2016,20,0.55,-1125.0
10,0,7.5,5.0,2017,38,0.658,425.0
10,0,7.5,5.0,2018,119,0.622,-1350.0
10,0,7.5,5.0,2019,100,0.61,-1875.0
10,0,7.5,5.0,2020,153,0.601,-3700.0
10,0,7.5,5.0,2021,149,0.685,4150.0
10,0,7.5,5.0,2022,201,0.582,-7275.0
10,0,7.5,5.0,2023,173,0.561,-8575.0
10,0,7.5,5.0,2024,161,0.634,-650.0
10,0,7.5,5.0,2025,180,0.633,-750.0
10,0,7.5,5.0,2026,110,0.618,-1500.0
10,0,20.0,50.0,2016,10,0.4,3750.0
10,0,20.0,50.0,2017,15,0.533,12625.0
10,0,20.0,50.0,2018,79,0.266,-7475.0
10,0,20.0,50.0,2019,63,0.381,18962.5
10,0,20.0,50.0,2020,121,0.306,5475.0
10,0,20.0,50.0,2021,102,0.353,21450.0
10,0,20.0,50.0,2022,188,0.293,-200.0
10,0,20.0,50.0,2023,131,0.321,13400.0
10,0,20.0,50.0,2024,131,0.313,9225.0
10,0,20.0,50.0,2025,162,0.284,-4850.0
10,0,20.0,50.0,2026,104,0.24,-20225.0
15,1,40.0,25.0,2016,8,0.625,2850.0
15,1,40.0,25.0,2017,14,0.357,-837.5
15,1,40.0,25.0,2018,80,0.438,-16725.0
15,1,40.0,25.0,2019,52,0.615,8137.5
15,1,40.0,25.0,2020,127,0.591,5162.5
15,1,40.0,25.0,2021,114,0.596,13187.5
15,1,40.0,25.0,2022,169,0.556,-26637.5
15,1,40.0,25.0,2023,138,0.58,7350.0
15,1,40.0,25.0,2024,125,0.624,9050.0
15,1,40.0,25.0,2025,152,0.632,13775.0
15,1,40.0,25.0,2026,96,0.583,-75.0
15,1,20.0,20.0,2016,8,0.625,2350.0
15,1,20.0,20.0,2017,14,0.357,-837.5
15,1,20.0,20.0,2018,80,0.45,-5000.0
15,1,20.0,20.0,2019,52,0.596,6700.0
15,1,20.0,20.0,2020,127,0.543,3500.0
15,1,20.0,20.0,2021,114,0.579,18250.0
15,1,20.0,20.0,2022,169,0.527,1650.0
15,1,20.0,20.0,2023,138,0.529,-1250.0
15,1,20.0,20.0,2024,125,0.56,537.5
15,1,20.0,20.0,2025,152,0.579,15112.5
15,1,20.0,20.0,2026,96,0.542,4612.5
15,1,40.0,20.0,2016,8,0.625,2350.0
15,1,40.0,20.0,2017,14,0.357,-837.5
15,1,40.0,20.0,2018,80,0.462,-14437.5
15,1,40.0,20.0,2019,52,0.615,7162.5
15,1,40.0,20.0,2020,127,0.614,10737.5
15,1,40.0,20.0,2021,114,0.605,9750.0
15,1,40.0,20.0,2022,169,0.645,-7650.0
15,1,40.0,20.0,2023,138,0.587,712.5
15,1,40.0,20.0,2024,125,0.632,3962.5
15,1,40.0,20.0,2025,152,0.684,20450.0
15,1,40.0,20.0,2026,96,0.615,-1550.0
10,0,25.0,7.5,2016,19,0.684,-3100.0
10,0,25.0,7.5,2017,38,0.789,650.0
10,0,25.0,7.5,2018,116,0.741,-8150.0
10,0,25.0,7.5,2019,96,0.781,-587.5
10,0,25.0,7.5,2020,150,0.807,5937.5
10,0,25.0,7.5,2021,147,0.789,1075.0
10,0,25.0,7.5,2022,201,0.701,-27150.0
10,0,25.0,7.5,2023,171,0.766,-5150.0
10,0,25.0,7.5,2024,160,0.781,-875.0
10,0,25.0,7.5,2025,180,0.811,7750.0
10,0,25.0,7.5,2026,110,0.755,-5375.0
10,0,25.0,15.0,2016,17,0.588,-1675.0
10,0,25.0,15.0,2017,33,0.667,1925.0
10,0,25.0,15.0,2018,108,0.62,-3700.0
10,0,25.0,15.0,2019,93,0.731,17512.5
10,0,25.0,15.0,2020,148,0.676,11487.5
10,0,25.0,15.0,2021,142,0.69,14950.0
10,0,25.0,15.0,2022,201,0.587,-20275.0
10,0,25.0,15.0,2023,167,0.623,-4925.0
10,0,25.0,15.0,2024,156,0.647,3625.0
10,0,25.0,15.0,2025,177,0.684,17987.5
10,0,25.0,15.0,2026,110,0.609,-6250.0
10,0,15.0,30.0,2016,13,0.462,3425.0
10,0,15.0,30.0,2017,27,0.556,12825.0
10,0,15.0,30.0,2018,100,0.38,8812.5
10,0,15.0,30.0,2019,80,0.438,15662.5
10,0,15.0,30.0,2020,144,0.382,12150.0
10,0,15.0,30.0,2021,133,0.444,29675.0
10,0,15.0,30.0,2022,201,0.353,3812.5
10,0,15.0,30.0,2023,160,0.331,-4750.0
10,0,15.0,30.0,2024,154,0.37,8900.0
10,0,15.0,30.0,2025,179,0.324,-8487.5
10,0,15.0,30.0,2026,110,0.318,-6500.0
15,0,20.0,7.5,2016,8,0.875,1425.0
15,0,20.0,7.5,2017,14,0.786,875.0
15,0,20.0,7.5,2018,78,0.744,-200.0
15,0,20.0,7.5,2019,52,0.827,5275.0
15,0,20.0,7.5,2020,127,0.795,8700.0
15,0,20.0,7.5,2021,114,0.798,8275.0
15,0,20.0,7.5,2022,169,0.716,-6850.0
15,0,20.0,7.5,2023,137,0.73,-2925.0
15,0,20.0,7.5,2024,125,0.736,-1625.0
15,0,20.0,7.5,2025,152,0.763,4937.5
15,0,20.0,7.5,2026,96,0.75,600.0
15,0,5.0,80.0,2016,7,0.143,2325.0
15,0,5.0,80.0,2017,10,0.1,1500.0
15,0,5.0,80.0,2018,74,0.054,-3212.5
15,0,5.0,80.0,2019,42,0.167,17550.0
15,0,5.0,80.0,2020,118,0.059,-3600.0
15,0,5.0,80.0,2021,97,0.103,15825.0
15,0,5.0,80.0,2022,161,0.081,10975.0
15,0,5.0,80.0,2023,121,0.091,13475.0
15,0,5.0,80.0,2024,102,0.088,10200.0
15,0,5.0,80.0,2025,145,0.041,-14375.0
15,0,5.0,80.0,2026,95,0.063,-4462.5
10,0,12.5,80.0,2016,9,0.222,3400.0
10,0,12.5,80.0,2017,15,0.333,13375.0
10,0,12.5,80.0,2018,73,0.123,-5825.0
10,0,12.5,80.0,2019,50,0.22,17662.5
10,0,12.5,80.0,2020,120,0.117,-13250.0
10,0,12.5,80.0,2021,101,0.198,26850.0
10,0,12.5,80.0,2022,172,0.134,-5425.0
10,0,12.5,80.0,2023,128,0.141,50.0
10,0,12.5,80.0,2024,116,0.172,17100.0
10,0,12.5,80.0,2025,147,0.15,6200.0
10,0,12.5,80.0,2026,96,0.115,-13087.5
10,0,10.0,80.0,2016,11,0.182,3225.0
10,0,10.0,80.0,2017,17,0.294,13575.0
10,0,10.0,80.0,2018,79,0.114,-650.0
10,0,10.0,80.0,2019,60,0.183,17037.5
10,0,10.0,80.0,2020,125,0.104,-7212.5
10,0,10.0,80.0,2021,107,0.187,33825.0
10,0,10.0,80.0,2022,182,0.115,-1050.0
10,0,10.0,80.0,2023,136,0.118,600.0
10,0,10.0,80.0,2024,121,0.132,8475.0
10,0,10.0,80.0,2025,147,0.116,-675.0
10,0,10.0,80.0,2026,99,0.091,-13162.5
15,0,15.0,40.0,2016,7,0.429,2825.0
15,0,15.0,40.0,2017,9,0.444,4025.0
15,0,15.0,40.0,2018,71,0.239,-8200.0
15,0,15.0,40.0,2019,45,0.4,13675.0
15,0,15.0,40.0,2020,118,0.288,1875.0
15,0,15.0,40.0,2021,101,0.376,26225.0
15,0,15.0,40.0,2022,164,0.293,4900.0
15,0,15.0,40.0,2023,126,0.317,13262.5
15,0,15.0,40.0,2024,112,0.33,14950.0
15,0,15.0,40.0,2025,149,0.275,-3037.5
15,0,15.0,40.0,2026,95,0.305,6125.0
10,0,20.0,60.0,2016,7,0.286,825.0
10,0,20.0,60.0,2017,16,0.5,15600.0
10,0,20.0,60.0,2018,73,0.26,2500.0
10,0,20.0,60.0,2019,52,0.365,22387.5
10,0,20.0,60.0,2020,118,0.288,15050.0
10,0,20.0,60.0,2021,100,0.33,29500.0
10,0,20.0,60.0,2022,180,0.256,-500.0
10,0,20.0,60.0,2023,121,0.298,20150.0
10,0,20.0,60.0,2024,121,0.264,3975.0
10,0,20.0,60.0,2025,155,0.252,-3175.0
10,0,20.0,60.0,2026,100,0.21,-20150.0
15,0,12.5,30.0,2016,7,0.286,-300.0
15,0,12.5,30.0,2017,11,0.364,1350.0
15,0,12.5,30.0,2018,77,0.234,-11225.0
15,0,12.5,30.0,2019,48,0.354,3725.0
15,0,12.5,30.0,2020,124,0.298,-2262.5
15,0,12.5,30.0,2021,109,0.431,29075.0
15,0,12.5,30.0,2022,169,0.302,-1475.0
15,0,12.5,30.0,2023,133,0.353,13425.0
15,0,12.5,30.0,2024,122,0.352,12075.0
15,0,12.5,30.0,2025,151,0.291,-4650.0
15,0,12.5,30.0,2026,95,0.358,10500.0
10,1,25.0,5.0,2016,20,0.45,-1425.0
10,1,25.0,5.0,2017,38,0.579,150.0
10,1,25.0,5.0,2018,119,0.739,937.5
10,1,25.0,5.0,2019,100,0.65,-1800.0
10,1,25.0,5.0,2020,153,0.791,-5225.0
10,1,25.0,5.0,2021,149,0.812,962.5
10,1,25.0,5.0,2022,201,0.766,-23200.0
10,1,25.0,5.0,2023,173,0.78,-6975.0
10,1,25.0,5.0,2024,161,0.807,-1512.5
10,1,25.0,5.0,2025,180,0.822,3075.0
10,1,25.0,5.0,2026,110,0.809,-6750.0
10,0,7.5,80.0,2016,12,0.167,3950.0
10,0,7.5,80.0,2017,19,0.211,9900.0
10,0,7.5,80.0,2018,91,0.088,-1075.0
10,0,7.5,80.0,2019,65,0.154,16812.5
10,0,7.5,80.0,2020,134,0.052,-23737.5
10,0,7.5,80.0,2021,110,0.164,34750.0
10,0,7.5,80.0,2022,186,0.091,-25.0
10,0,7.5,80.0,2023,142,0.085,-4300.0
10,0,7.5,80.0,2024,124,0.113,11650.0
10,0,7.5,80.0,2025,157,0.096,2825.0
10,0,7.5,80.0,2026,103,0.068,-12387.5
15,1,7.5,10.0,2016,8,0.5,487.5
15,1,7.5,10.0,2017,14,0.357,-1000.0
15,1,7.5,10.0,2018,80,0.362,-5525.0
15,1,7.5,10.0,2019,52,0.577,4075.0
15,1,7.5,10.0,2020,127,0.52,5950.0
15,1,7.5,10.0,2021,114,0.561,11500.0
15,1,7.5,10.0,2022,169,0.402,-8100.0
15,1,7.5,10.0,2023,138,0.42,-4600.0
15,1,7.5,10.0,2024,125,0.48,2000.0
15,1,7.5,10.0,2025,152,0.52,7975.0
15,1,7.5,10.0,2026,96,0.427,-2525.0
10,1,7.5,5.0,2016,20,0.4,-1162.5
10,1,7.5,5.0,2017,38,0.553,862.5
10,1,7.5,5.0,2018,119,0.571,-3187.5
10,1,7.5,5.0,2019,100,0.58,-2387.5
10,1,7.5,5.0,2020,153,0.588,-4337.5
10,1,7.5,5.0,2021,149,0.678,4225.0
10,1,7.5,5.0,2022,201,0.582,-7275.0
10,1,7.5,5.0,2023,173,0.561,-8400.0
10,1,7.5,5.0,2024,161,0.627,-1100.0
10,1,7.5,5.0,2025,180,0.633,-750.0
10,1,7.5,5.0,2026,110,0.618,-1500.0
10,0,10.0,5.0,2016,20,0.7,0.0
10,0,10.0,5.0,2017,38,0.711,300.0
10,0,10.0,5.0,2018,119,0.714,1275.0
10,0,10.0,5.0,2019,100,0.68,-1500.0
10,0,10.0,5.0,2020,153,0.654,-5325.0
10,0,10.0,5.0,2021,149,0.745,5025.0
10,0,10.0,5.0,2022,201,0.647,-8025.0
10,0,10.0,5.0,2023,173,0.618,-10575.0
10,0,10.0,5.0,2024,161,0.696,-525.0
10,0,10.0,5.0,2025,180,0.711,1500.0
10,0,10.0,5.0,2026,110,0.664,-3000.0
10,0,5.0,15.0,2016,20,0.25,-500.0
10,0,5.0,15.0,2017,36,0.278,100.0
10,0,5.0,15.0,2018,118,0.246,-3450.0
10,0,5.0,15.0,2019,100,0.33,4437.5
10,0,5.0,15.0,2020,153,0.275,-225.0
10,0,5.0,15.0,2021,148,0.351,11300.0
10,0,5.0,15.0,2022,201,0.259,-3275.0
10,0,5.0,15.0,2023,173,0.237,-6575.0
10,0,5.0,15.0,2024,161,0.286,1725.0
10,0,5.0,15.0,2025,180,0.328,9500.0
10,0,5.0,15.0,2026,110,0.264,-1250.0
10,0,30.0,40.0,2016,10,0.4,-1250.0
10,0,30.0,40.0,2017,18,0.611,11050.0
10,0,30.0,40.0,2018,78,0.359,-20675.0
10,0,30.0,40.0,2019,65,0.477,9375.0
10,0,30.0,40.0,2020,125,0.472,15875.0
10,0,30.0,40.0,2021,108,0.537,38300.0
10,0,30.0,40.0,2022,188,0.388,-30750.0
10,0,30.0,40.0,2023,131,0.473,17225.0
10,0,30.0,40.0,2024,131,0.45,6687.5
10,0,30.0,40.0,2025,156,0.442,4987.5
10,0,30.0,40.0,2026,104,0.385,-20025.0
15,0,30.0,25.0,2016,7,0.714,3075.0
15,0,30.0,25.0,2017,10,0.8,6750.0
15,0,30.0,25.0,2018,68,0.529,-3862.5
15,0,30.0,25.0,2019,47,0.702,19025.0
15,0,30.0,25.0,2020,121,0.587,10812.5
15,0,30.0,25.0,2021,107,0.645,26575.0
15,0,30.0,25.0,2022,168,0.512,-19700.0
15,0,30.0,25.0,2023,121,0.603,16225.0
15,0,30.0,25.0,2024,116,0.586,10100.0
15,0,30.0,25.0,2025,150,0.547,-2175.0
15,0,30.0,25.0,2026,95,0.526,-9387.5
10,0,40.0,40.0,2016,8,0.5,-200.0
10,0,40.0,40.0,2017,14,0.714,11650.0
10,0,40.0,40.0,2018,66,0.439,-17337.5
10,0,40.0,40.0,2019,53,0.566,12675.0
10,0,40.0,40.0,2020,117,0.538,15075.0
10,0,40.0,40.0,2021,102,0.578,29450.0
10,0,40.0,40.0,2022,176,0.494,-7950.0
10,0,40.0,40.0,2023,112,0.554,21200.0
10,0,40.0,40.0,2024,119,0.529,11025.0
10,0,40.0,40.0,2025,147,0.517,7712.5
10,0,40.0,40.0,2026,100,0.44,-28412.5
10,1,40.0,50.0,2016,20,0.4,2000.0
10,1,40.0,50.0,2017,38,0.526,-600.0
10,1,40.0,50.0,2018,119,0.471,-11525.0
10,1,40.0,50.0,2019,100,0.53,8275.0
10,1,40.0,50.0,2020,153,0.569,9512.5
10,1,40.0,50.0,2021,149,0.591,11587.5
10,1,40.0,50.0,2022,201,0.468,-17612.5
10,1,40.0,50.0,2023,173,0.532,6137.5
10,1,40.0,50.0,2024,161,0.565,16612.5
10,1,40.0,50.0,2025,180,0.517,9525.0
10,1,40.0,50.0,2026,110,0.464,-14237.5
15,1,5.0,20.0,2016,8,0.375,825.0
15,1,5.0,20.0,2017,14,0.357,-1037.5
15,1,5.0,20.0,2018,80,0.238,-4262.5
15,1,5.0,20.0,2019,52,0.442,3175.0
15,1,5.0,20.0,2020,127,0.307,5225.0
15,1,5.0,20.0,2021,114,0.342,10487.5
15,1,5.0,20.0,2022,169,0.225,-137.5
15,1,5.0,20.0,2023,138,0.254,-937.5
15,1,5.0,20.0,2024,125,0.272,-200.0
15,1,5.0,20.0,2025,152,0.276,6775.0
15,1,5.0,20.0,2026,96,0.24,862.5
10,1,40.0,60.0,2016,20,0.4,2000.0
10,1,40.0,60.0,2017,38,0.526,-600.0
10,1,40.0,60.0,2018,119,0.471,-10025.0
10,1,40.0,60.0,2019,100,0.53,7537.5
10,1,40.0,60.0,2020,153,0.569,13212.5
10,1,40.0,60.0,2021,149,0.591,12737.5
10,1,40.0,60.0,2022,201,0.453,-23275.0
10,1,40.0,60.0,2023,173,0.532,8525.0
10,1,40.0,60.0,2024,161,0.553,7075.0
10,1,40.0,60.0,2025,180,0.517,13350.0
10,1,40.0,60.0,2026,110,0.464,-15650.0
10,0,25.0,60.0,2016,7,0.286,-425.0
10,0,25.0,60.0,2017,13,0.615,17425.0
10,0,25.0,60.0,2018,71,0.268,-8450.0
10,0,25.0,60.0,2019,48,0.417,23800.0
10,0,25.0,60.0,2020,110,0.355,25500.0
10,0,25.0,60.0,2021,96,0.344,17850.0
10,0,25.0,60.0,2022,177,0.277,-17425.0
10,0,25.0,60.0,2023,106,0.358,26525.0
10,0,25.0,60.0,2024,116,0.302,562.5
10,0,25.0,60.0,2025,148,0.331,20087.5
10,0,25.0,60.0,2026,98,0.224,-33650.0
10,0,5.0,25.0,2016,19,0.211,775.0
10,0,5.0,25.0,2017,35,0.2,875.0
10,0,5.0,25.0,2018,115,0.165,-3125.0
10,0,5.0,25.0,2019,99,0.232,6262.5
10,0,5.0,25.0,2020,152,0.178,-1637.5
10,0,5.0,25.0,2021,148,0.264,17800.0
10,0,5.0,25.0,2022,201,0.189,1725.0
10,0,5.0,25.0,2023,171,0.187,975.0
10,0,5.0,25.0,2024,161,0.199,3725.0
10,0,5.0,25.0,2025,180,0.217,9500.0
10,0,5.0,25.0,2026,110,0.191,1250.0
15,1,5.0,25.0,2016,8,0.375,1075.0
15,1,5.0,25.0,2017,14,0.357,-1037.5
15,1,5.0,25.0,2018,80,0.238,-3012.5
15,1,5.0,25.0,2019,52,0.442,3587.5
15,1,5.0,25.0,2020,127,0.283,2225.0
15,1,5.0,25.0,2021,114,0.333,12525.0
15,1,5.0,25.0,2022,169,0.195,737.5
15,1,5.0,25.0,2023,138,0.246,2625.0
15,1,5.0,25.0,2024,125,0.272,1912.5
15,1,5.0,25.0,2025,152,0.23,2675.0
15,1,5.0,25.0,2026,96,0.219,2862.5
15,0,15.0,30.0,2016,7,0.429,1325.0
15,0,15.0,30.0,2017,11,0.455,2725.0
15,0,15.0,30.0,2018,75,0.32,-3550.0
15,0,15.0,30.0,2019,47,0.447,9875.0
15,0,15.0,30.0,2020,123,0.358,3512.5
15,0,15.0,30.0,2021,109,0.477,32575.0
15,0,15.0,30.0,2022,169,0.355,4025.0
15,0,15.0,30.0,2023,132,0.371,7950.0
15,0,15.0,30.0,2024,121,0.388,11975.0
15,0,15.0,30.0,2025,151,0.338,-1587.5
15,0,15.0,30.0,2026,95,0.379,7375.0
10,0,7.5,30.0,2016,18,0.333,4050.0
10,0,7.5,30.0,2017,35,0.229,1000.0
10,0,7.5,30.0,2018,112,0.188,-5475.0
10,0,7.5,30.0,2019,91,0.275,9537.5
10,0,7.5,30.0,2020,149,0.201,-3562.5
10,0,7.5,30.0,2021,141,0.333,31925.0
10,0,7.5,30.0,2022,201,0.214,225.0
10,0,7.5,30.0,2023,168,0.202,-3450.0
10,0,7.5,30.0,2024,160,0.238,7250.0
10,0,7.5,30.0,2025,180,0.228,5125.0
10,0,7.5,30.0,2026,110,0.236,4750.0
10,1,25.0,60.0,2016,20,0.4,1637.5
10,1,25.0,60.0,2017,38,0.526,-637.5
10,1,25.0,60.0,2018,119,0.454,-9762.5
10,1,25.0,60.0,2019,100,0.53,9050.0
10,1,25.0,60.0,2020,153,0.523,10450.0
10,1,25.0,60.0,2021,149,0.57,14700.0
10,1,25.0,60.0,2022,201,0.358,-27025.0
10,1,25.0,60.0,2023,173,0.486,6375.0
10,1,25.0,60.0,2024,161,0.503,2987.5
10,1,25.0,60.0,2025,180,0.472,19000.0
10,1,25.0,60.0,2026,110,0.391,-15812.5
15,0,40.0,30.0,2016,6,0.667,1850.0
15,0,40.0,30.0,2017,9,0.778,6275.0
15,0,40.0,30.0,2018,60,0.533,-8912.5
15,0,40.0,30.0,2019,41,0.683,14975.0
15,0,40.0,30.0,2020,115,0.591,5125.0
15,0,40.0,30.0,2021,95,0.674,31800.0
15,0,40.0,30.0,2022,162,0.549,-16550.0
15,0,40.0,30.0,2023,113,0.593,5675.0
15,0,40.0,30.0,2024,107,0.607,10825.0
15,0,40.0,30.0,2025,141,0.589,6612.5
15,0,40.0,30.0,2026,90,0.567,-6875.0
10,1,30.0,25.0,2016,20,0.4,1525.0
10,1,30.0,25.0,2017,38,0.526,-600.0
10,1,30.0,25.0,2018,119,0.479,-10462.5
10,1,30.0,25.0,2019,100,0.53,6812.5
10,1,30.0,25.0,2020,153,0.588,10900.0
10,1,30.0,25.0,2021,149,0.577,8050.0
10,1,30.0,25.0,2022,201,0.502,-23962.5
10,1,30.0,25.0,2023,173,0.538,1812.5
10,1,30.0,25.0,2024,161,0.559,3800.0
10,1,30.0,25.0,2025,180,0.567,15187.5
10,1,30.0,25.0,2026,110,0.527,-6375.0
15,0,12.5,10.0,2016,8,0.75,1550.0
15,0,12.5,10.0,2017,14,0.643,1025.0
15,0,12.5,10.0,2018,80,0.525,-4750.0
15,0,12.5,10.0,2019,52,0.712,6900.0
15,0,12.5,10.0,2020,127,0.614,4900.0
15,0,12.5,10.0,2021,114,0.702,15900.0
15,0,12.5,10.0,2022,169,0.533,-8600.0
15,0,12.5,10.0,2023,138,0.529,-7575.0
15,0,12.5,10.0,2024,125,0.608,4250.0
15,0,12.5,10.0,2025,152,0.605,4700.0
15,0,12.5,10.0,2026,96,0.615,3975.0
15,0,30.0,5.0,2016,8,0.875,50.0
15,0,30.0,5.0,2017,14,0.929,1625.0
15,0,30.0,5.0,2018,79,0.823,-6725.0
15,0,30.0,5.0,2019,52,0.904,2900.0
15,0,30.0,5.0,2020,127,0.89,4087.5
15,0,30.0,5.0,2021,114,0.886,2900.0
15,0,30.0,5.0,2022,169,0.822,-14475.0
15,0,30.0,5.0,2023,138,0.87,-450.0
15,0,30.0,5.0,2024,124,0.855,-3600.0
15,0,30.0,5.0,2025,152,0.836,-7612.5
15,0,30.0,5.0,2026,96,0.854,-2900.0
10,1,20.0,80.0,2016,20,0.4,1887.5
10,1,20.0,80.0,2017,38,0.526,-387.5
10,1,20.0,80.0,2018,119,0.445,-5137.5
10,1,20.0,80.0,2019,100,0.53,8387.5
10,1,20.0,80.0,2020,153,0.497,7637.5
10,1,20.0,80.0,2021,149,0.564,18112.5
10,1,20.0,80.0,2022,201,0.343,-8500.0
10,1,20.0,80.0,2023,173,0.451,-1087.5
10,1,20.0,80.0,2024,161,0.478,637.5
10,1,20.0,80.0,2025,180,0.394,5237.5
10,1,20.0,80.0,2026,110,0.364,-7812.5
15,0,40.0,7.5,2016,8,1.0,2800.0
15,0,40.0,7.5,2017,13,0.923,2275.0
15,0,40.0,7.5,2018,76,0.816,-6650.0
15,0,40.0,7.5,2019,52,0.904,6325.0
15,0,40.0,7.5,2020,126,0.889,10850.0
15,0,40.0,7.5,2021,113,0.894,11050.0
15,0,40.0,7.5,2022,169,0.84,-4975.0
15,0,40.0,7.5,2023,135,0.837,-5000.0
15,0,40.0,7.5,2024,124,0.847,-1725.0
15,0,40.0,7.5,2025,151,0.868,7162.5
15,0,40.0,7.5,2026,96,0.896,9850.0
15,0,20.0,30.0,2016,6,0.5,1350.0
15,0,20.0,30.0,2017,11,0.636,6225.0
15,0,20.0,30.0,2018,68,0.441,5875.0
15,0,20.0,30.0,2019,46,0.522,12300.0
15,0,20.0,30.0,2020,122,0.443,9962.5
15,0,20.0,30.0,2021,106,0.528,31400.0
15,0,20.0,30.0,2022,169,0.414,1775.0
15,0,20.0,30.0,2023,127,0.465,17325.0
15,0,20.0,30.0,2024,119,0.462,15525.0
15,0,20.0,30.0,2025,150,0.427,7312.5
15,0,20.0,30.0,2026,95,0.411,-1537.5
15,1,30.0,20.0,2016,8,0.625,2350.0
15,1,30.0,20.0,2017,14,0.357,-837.5
15,1,30.0,20.0,2018,80,0.462,-11825.0
15,1,30.0,20.0,2019,52,0.615,8162.5
15,1,30.0,20.0,2020,127,0.598,8725.0
15,1,30.0,20.0,2021,114,0.596,12275.0
15,1,30.0,20.0,2022,169,0.586,-8237.5
15,1,30.0,20.0,2023,138,0.587,5650.0
15,1,30.0,20.0,2024,125,0.632,5487.5
15,1,30.0,20.0,2025,152,0.651,18275.0
15,1,30.0,20.0,2026,96,0.573,-4450.0
10,1,40.0,20.0,2016,20,0.4,1125.0
10,1,40.0,20.0,2017,38,0.526,-600.0
10,1,40.0,20.0,2018,119,0.504,-9825.0
10,1,40.0,20.0,2019,100,0.54,10725.0
10,1,40.0,20.0,2020,153,0.634,12262.5
10,1,40.0,20.0,2021,149,0.617,10100.0
10,1,40.0,20.0,2022,201,0.607,-14175.0
10,1,40.0,20.0,2023,173,0.584,2037.5
10,1,40.0,20.0,2024,161,0.615,10987.5
10,1,40.0,20.0,2025,180,0.656,28300.0
10,1,40.0,20.0,2026,110,0.582,-13150.0
10,0,12.5,15.0,2016,18,0.556,2050.0
10,0,12.5,15.0,2017,36,0.472,-25.0
10,0,12.5,15.0,2018,113,0.513,6300.0
10,0,12.5,15.0,2019,97,0.608,17387.5
10,0,12.5,15.0,2020,152,0.52,10012.5
10,0,12.5,15.0,2021,147,0.537,13075.0
10,0,12.5,15.0,2022,201,0.443,-8562.5
10,0,12.5,15.0,2023,173,0.405,-16200.0
10,0,12.5,15.0,2024,159,0.491,3900.0
10,0,12.5,15.0,2025,180,0.5,6050.0
10,0,12.5,15.0,2026,110,0.473,0.0
15,0,12.5,7.5,2016,8,0.75,800.0
15,0,12.5,7.5,2017,14,0.714,900.0
15,0,12.5,7.5,2018,80,0.538,-9000.0
15,0,12.5,7.5,2019,52,0.75,4275.0
15,0,12.5,7.5,2020,127,0.661,1450.0
15,0,12.5,7.5,2021,114,0.737,9900.0
15,0,12.5,7.5,2022,169,0.621,-4850.0
15,0,12.5,7.5,2023,138,0.609,-5700.0
15,0,12.5,7.5,2024,125,0.672,2750.0
15,0,12.5,7.5,2025,152,0.651,200.0
15,0,12.5,7.5,2026,96,0.656,600.0
